WKT,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_acc,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,source,method,img_type,sat_date_b,sat_date_a,citation
POINT (93.666828691 22.647251506),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hakha 2015,Hakha Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.64725151,93.66682869,Myanmar,MM,Chin,Ramkhlau,21.09,,,COOLR_R,,,,,
POINT (83.686001 28.2191770000001),The Himalayan Times,https://thehimalayantimes.com/nepal/landslide-obstructs-pokhara-baglung-road-section/,10877,2016/09/18,15:00,Obstructed Pokhara-Baglung road via Landslide,"The Pokhara-Baglung road section has been obstructed due to a landslide triggered by incessant rainfall on Sunday.  According to the District Police Office, Parbat, vehicular movement along the road section has been obstructed since 3:30 am today after t",Kushma Municipality – 11 in Parbat along the Pokhara-Baglung road section,10km,landslide,rain,medium,above_road,0.0,0.0,,,,GLC,,28.219177,83.686001,Nepal,NP,Dhawalagiri,Khaldanda,15.49,2017/07/11,,COOLR_R,,,,,
POINT (104.516758346 21.2862908120001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phu Yen 2017,Phu Yen Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.28629081,104.51675835,Vietnam,VN,Son La,Ban Pho,13.93,,,COOLR_R,,,,,
POINT (131.097632851 33.4176790110001),The Mainichi,https://mainichi.jp/english/articles/20180411/p2g/00m/0dm/023000c,11344,2018/04/11,04:00,Nakatsu Landslide in Yakabei area,"Geological experts believe the landslide may have been triggered by a crack on the surface of the bedrock due to erosion. The landslide area measured 100 meters high and 200 meters wide. The mountain collapsed at 3:50am, sending huge boulders and debris","Yabakei area, Nakatsu, Oita Prefecture, Japan",1km,rotational_slide,no_apparent_trigger,large,natural_slope,6.0,0.0,,https://cdn.mainichi.jp/vol1/2018/04/11/20180411p2g00m0dm051000p/7.jpg?1,,GLC,,33.41767901,131.09763285,Japan,JP,Ôita,Sugihata,2.19,2018/05/14,,COOLR_R,,,,,
POINT (104.78388687 20.548155969),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong Lat 2018,Muong Lat Tanh Hoa Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.54815597,104.78388687,Vietnam,VN,Thanh Hoa,Muong Lat,19.94,,,COOLR_R,,,,,
POINT (97.5197712460001 16.6239153240001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Thaton 2019,Thaton Mon Myanmar 2019,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.62391532,97.51977125,Myanmar,MM,Mon,Mutkyi,4.82,,,COOLR_R,,,,,
POINT (104.588765271 21.283300174),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phu Yen 2017,Phu Yen Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.28330017,104.58876527,Vietnam,VN,Son La,Ban Pho,6.67,,,COOLR_R,,,,,
POINT (103.132806971 22.2960901590001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Sin Ho 2018,Sin Ho Lai Chau Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.29609016,103.13280697,Vietnam,VN,Lai Chau,Ban Nam Che,4.34,,,COOLR_R,,,,,
POINT (-2.08849999999995 60.1346),shetland news,http://www.shetland-news.co.uk/news_08_2007/Rain brings landslide to Foula.htm,159,2007/08/06,,Foula,unpredicted by model,Foula,5km,mudslide,rain,medium,unknown,0.0,0.0,,,,GLC,159,60.1346,-2.0885,United Kingdom,GB,Scotland,Foula,6.76,2014/04/01,,COOLR_R,,,,,
POINT (-119.095350191 37.7689046990001),NorCal Fishing News,http://www.norcalfishingnews.com/fish_reports/136717/rush-creek-mudslide.php,13846,2018/07/31,18:00,Rush Creek Mudslide,A mudslide occurred on the North side of the June Lake Loop near frontier pack station in Yosemite National Park.,"4092-4290 CA-158, June Lake, California, 93529",1km,mudslide,unknown,small,natural_slope,0.0,0.0,,http://media.fishreports.com/reports/2018_211_2052_1239_rush-creek-07-31-2018.jpg,No other documented landslides within the area.,GLC,,37.7689047,-119.09535019,United States,US,California,Lee Vining,20.91,2020/04/26,,COOLR_R,,,,,
POINT (106.615300099 16.8042599570001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Huong Hua 2020,Huong Hua Quang Tri Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.80425996,106.6153001,Vietnam,VN,Quang Tri,Bo Ho Su,19.18,,,COOLR_R,,,,,
POINT (23.832009563 37.8120998210001),"Development of the Landslide Susceptibility Map of Attica Region, Greece, Based on the Method of Rock Engineering System",https://doi.org/10.3390/land10020148,0,2000/12/01,,Landslide in Attica,Fall of rock fragments,,Unknown,Rock fall,Unknown,Unknown,Unknown,0.0,0.0,,,"01/12/2000, 17-01-2014",DIAS,35,37.81209982,23.83200956,Greece,GR,Attiki,Kalivia Thorikou,8.8,,,COOLR_R,,,,,
POINT (103.373176745 22.166926834),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Sin Ho 2018,Sin Ho Lai Chau Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.16692683,103.37317675,Vietnam,VN,Lai Chau,Ban Nam Muong,11.47,,,COOLR_R,,,,,
POINT (47.8534000000001 -22.3385999999999),La depeche de Madagascar,http://www.la-depeche.info/faits-divers/vohipeno-un-eboulement-tue-sept-personnes-dans-un-gisement-dor/,9648,2016/05/13,,"Manjavela, in the district of Vohipeno","On Friday, a tragedy occurred in the gold deposit site Manjavela, in the district of Vohipeno. In fact, a landslide surprised ten miners at the bottom of the trench in which they sought the precious metal. Result, seven of them are buried dead while thre","Manjavela, in the district of Vohipeno",50km,other,unknown,medium,mine,7.0,0.0,,,,GLC,9648,-22.3386,47.8534,Madagascar,MG,Fianarantsoa,Vohipeno,3.01,2016/10/21,,COOLR_R,,,,,
POINT (-121.2328 44.7633000000001),Oregon DOT,,8740,2012/01/08,13:00,"US 26, milepost 105",,"US 26, milepost 105",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8740,44.7633,-121.2328,United States,US,Oregon,Warm Springs,2.0,2016/07/08,,COOLR_R,,,,,
POINT (93.834297598 23.707569431),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.70756943,93.8342976,Myanmar,MM,Chin,Seksih,9.95,,,COOLR_R,,,,,
POINT (80.1540209250001 6.51972497500003),Sunday Times,http://www.sundaytimes.lk/article/1022689/two-landslides-leave-13-dead-several-missing,9792,2017/05/25,,Landslide at Mawathawatta,Landslide near Agalawatta kills multiple,at Mawathawatta in Agalawatta,5km,landslide,unknown,medium,urban,6.0,0.0,,http://static.sundaytimes.lk/wp-content/uploads/2017/05/landslide-1.jpg,"Included as a subset of an article, more information may be found somewhere else",GLC,,6.51972498,80.15402093,Sri Lanka,LK,Basnahira,Matugama,3.99,2017/06/20,,COOLR_R,,,,,
POINT (93.8892759290001 23.482095057),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.48209506,93.88927593,Myanmar,MM,Chin,Seksih,17.75,,,COOLR_R,,,,,
POINT (102.343226759 19.6859802910001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Xieng Ngeun 2018,Xieng Ngeun Luang Prabang Laos 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,19.68598029,102.34322676,Laos,LA,Louangphabang,Ban Pak Mene,13.87,,,COOLR_R,,,,,
POINT (-76.810198 2.45267100000007),The New Indian Express,http://www.newindianexpress.com/world/2016/nov/09/colombia-landslide-kills-nine-rescuers-1536672.html,10792,2016/11/08,,Landslide in EL Tambo,"A landslide has killed nine people in southwestern Colombia, emergency services said.  The landslide in the rural town of El Tambo left ""a total today of nine dead and three injured,"" the National Risk Management Unit said in a statement.  The landslide",Y:2.452671 X:-76.810198,1km,landslide,downpour,large,unknown,9.0,0.0,,,,GLC,,2.452671,-76.810198,Colombia,CO,Cauca,El Tambo,2.16,2017/07/12,,COOLR_R,,,,,
POINT (-75.2309999999999 40.6634),www.lehighvalleylive.com,http://www.lehighvalleylive.com/easton/index.ssf/2013/12/williams_townships_industrial.html,4771,2013/03/12,23:00,"The West End Of The Chrin Brothers Inc. Sanitary Landfill, Williams Township","Williams Township residents and other motorists can once again travel on Industrial Drive, a throughway closed much of the year after a mudslide from the neighboring landfill caused unsafe conditions. The road was reopened this morning, a few days before","The West End Of The Chrin Brothers Inc. Sanitary Landfill, Williams Township",1km,landslide,downpour,medium,other,0.0,0.0,,http://www.trbimg.com/img-54643bb3/turbine/mc-chrin-mudslide-09-jpg-20141112/750/750x422,,GLC,4771,40.6634,-75.231,United States,US,Pennsylvania,Easton,3.59,2014/11/25,,COOLR_R,,,,,
POINT (-119.03961 35.356143),abc30,https://abc30.com/traffic/highway-99-traffic-near-bakersfield-backed-up-for-hours-due-to-severe-weather/2373611/,12965,2017/09/03,,CA-99 Landslide just South of Bakersfield,"Hundreds of cars are at a complete standstill because both directions of Highway 99 are shut down just south of Bakersfield.  The highway was closed due to a mudslide, downed power lines and several traffic accidents following a storm that passed through","Golden State Highway Bakersfield, CA 93309",10km,mudslide,rain,unknown,above_road,0.0,0.0,,,,GLC,,35.356143,-119.03961,United States,US,California,Oildale,2.5,2018/08/22,,COOLR_R,,,,,
POINT (104.8433 19.2675),AAP - Ninemsn,http://news.ninemsn.com.au/article.aspx?id=265394,72,2007/05/07,,"Central Vietnam, Nghe An Province","3 killed, 13 injured - Nghe An is 300km south of Hanoi","Central Vietnam, Nghe An Province",unknown,mudslide,rain,large,unknown,3.0,0.0,,,,GLC,72,19.2675,104.8433,Vietnam,VN,Nghe An,Ban Na Ca,4.78,2014/04/01,,COOLR_R,,,,,
POINT (80.2123000000001 29.5798),ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-buried-one-injured-in-landslide/971189.html,4240,2012/03/04,08:00,"Pithoragarh district, Uttarakhand","Dehra Dun, Mar 5 (PTI) A labourer couple were buried alive and another person was injured when landslides hit an under-construction road in Pithoragarh district, police said today. The incident occured in the hilly region on Manmanle-Dobans road of the d","Pithoragarh district, Uttarakhand",10km,landslide,unknown,medium,unknown,2.0,0.0,,,,GLC,4240,29.5798,80.2123,India,IN,Uttaranchal,Pithoragarh,0.94,2014/04/01,,COOLR_R,,,,,
POINT (98.2825968910001 16.852159402),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.8521594,98.28259689,Myanmar,MM,Kayin,Htisekaw,14.35,,,COOLR_R,,,,,
POINT (-84.1349 9.88600000000002),articles.cnn,http://articles.cnn.com/2010-11-05/world/costa.rica.fatal.mudslides_1_mud-slides-drinking-or-cooking-safe-water-supplies?_s=PM:WORLD,2680,2010/11/04,00:00,"Cerro Pico Blanco mountain, Las Lajas(?), San Antonio de Escazu, San Jose","Officials in Costa Rica worked Friday to mop up the damage after heavy rain and mud slides buried homes and killed at least 23 people in the Central American country, authorities said.  Crews have found at least 20 people who were buried alive Thursday a","Cerro Pico Blanco mountain, Las Lajas(?), San Antonio de Escazu, San Jose",5km,complex,tropical_cyclone,large,unknown,23.0,0.0,Tropical Storm Tomas,,,GLC,2680,9.886,-84.1349,Costa Rica,CR,San José,Desamparados,7.02,2014/04/01,,COOLR_R,,,,,
POINT (93.569478985 22.3353573480001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hakha 2015,Hakha Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.33535735,93.56947899,Myanmar,MM,Chin,Surngen,12.5,,,COOLR_R,,,,,
POINT (107.2327 16.5489000000001),Thanh Nien News,http://www.thanhniennews.com/society/?catid=3&newsid=42970,851,2008/10/17,,Thua Thien-Hue to Quang Tri,"Flood-triggered landslides and whirlwinds have also forced local schools to shut down, At least five people have been reported dead, hundreds of houses have lost their roofs, traffic to many areas have been cut off, and thousands of households faced heav",Thua Thien-Hue to Quang Tri,50km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,851,16.5489,107.2327,Vietnam,VN,Thua Thien-Hue,Pha Tam Giang,11.58,2014/04/01,,COOLR_R,,,,,
POINT (93.8429452190001 23.0133406750001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.01334068,93.84294522,Myanmar,MM,Chin,Falam,20.19,,,COOLR_R,,,,,
POINT (108.02 36.0400000000001),economictimes.indiatimes,http://economictimes.indiatimes.com/News/PoliticsNation/Landslide_claims_six_in_China/articleshow/3202624.cms,628,2008/07/05,,Shaanxi province,The loose soil from a hill flattened the houses where nine people were living,Shaanxi province,unknown,landslide,downpour,medium,unknown,6.0,0.0,,,,GLC,628,36.04,108.02,China,CN,Gansu,Wang-chia-ho,18.54,2014/04/01,,COOLR_R,,,,,
POINT (101.711 3.22940000000006),nst,http://www.nst.com.my/latest/residents-evacuated-after-landslide-1.166426,4607,2012/11/03,,"Block F1, Gombak, Kuala Lumpur",About 150 residents of Block F1 of the Gombak Police District Headquarters here had to vacate their homes due to a landslide close to their quarters last night.,"Block F1, Gombak, Kuala Lumpur",1km,landslide,rain,medium,unknown,0.0,0.0,,,,GLC,4607,3.2294,101.711,Malaysia,MY,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur,9.38,2014/04/01,,COOLR_R,,,,,
POINT (-123.767061 39.9171480000001),Del Norte Triplicate,http://www.triplicate.com/news/localnews/5139203-151/rockslide-closes-101-north-of-leggett,10222,2017/03/09,unknown,Highway 101 Rock Slide 6 mi north of Leggett,"A rockslide six miles north of Leggett closed U.S. 101 on Thursday evening. Officials hope to have the road open to one-way traffic early this afternoon, according to a Caltrans alert issued Friday morning.The slide spilled over and brought down a catchm","US 101, Leggett, California 95585",1km,rock_fall,freeze_thaw,small,above_road,0.0,0.0,,http://image.times-standard.com/storyimage/NJ/20170310/NEWS/170319975/AR/0/AR-170319975.jpg&maxh=400&maxw=667,"Road closed 7pm, slide occurred sometime before.",GLC,,39.917148,-123.767061,United States,US,California,Piercy,6.81,2017/10/05,,COOLR_R,,,,,
POINT (-123.8387 42.9627),Oregon DOT,,8254,2014/12/21,06:00,"OR 42, milepost 44",,"OR 42, milepost 44",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8254,42.9627,-123.8387,United States,US,Oregon,Remote,7.31,2016/07/05,,COOLR_R,,,,,
POINT (104.994998857 20.9313952380001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Da Bac 2017,Da Bac Hoa Binh Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.93139524,104.99499886,Vietnam,VN,Hoa Binh,Gieu Ca,13.97,,,COOLR_R,,,,,
POINT (75.6414 35.3063000000001),nation,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/04-Jun-2010/8-killed-10-injured-in-Skardu-landslide,1941,2010/06/04,,"Momanpa village(?) (Kaindiric?, Taleema?), Skardu, Kharming(?)","Eight people including five women have been killed and more than 10 sustained serious injurious in a landslide here in Kharming on Friday.  According to media reports, land slide occurred in Momanpa village of Kharming Skardu killing 8 people inlcuding f","Momanpa village(?) (Kaindiric?, Taleema?), Skardu, Kharming(?)",unknown,landslide,downpour,medium,unknown,8.0,0.0,,,,GLC,1941,35.3063,75.6414,Pakistan,PK,Northern Areas,Skardo,9.34,2014/04/01,,COOLR_R,,,,,
POINT (-75.1750048069999 4.37749526000005),"Spatio-temporal distribution of slides (1999-2015) in Combeima's River hydrographic basin, Colombia",https://www.researchgate.net/publication/328229319_Spatio-temporal_distribution_of_slides_1999-2015_in_Combeima_s_River_hydrographic_basin_Colombia,13446,2012/01/26,,,"{""Fuente"":""Servicio GeolÃ³gico Colombiano (SIMMA)"",""Sitio"":""Vereda Ramos y Astilleros"",""Tipo_de_Mo"":""      Deslizamiento"",""Subtipo_de"":""Sin catalogar"",""Código_Cob"":"" "",""Categoria"":""Cultivos anuales o transitorios"",""Símbolo_un"":""Qflarca"",""Nombre_Uni"":","Vereda Ramos y Astilleros, Ibagué, Tolima, Colombia",exact,unknown,unknown,unknown,other,0.0,0.0,,,,Combeima,SIMMA-24378,4.37749526,-75.17500481,Colombia,CO,Tolima,Perales,6.6,,,COOLR_R,,,,,
POINT (94.3136000000001 25.0118000000001),Eastern Mirror,http://www.easternmirrornagaland.com/landslide-hampers-nh-102-traffic-restored/,8900,2016/07/07,,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",Estimated Date. Heavy landslide along the busy Imphal-Ukhrul sector of the National Highway 102 hampered vehicular traffic along the route forcing passenger buses to stop normal services since the last four days.  However smaller-sized vehicles such as c,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",25km,landslide,monsoon,large,above_road,0.0,0.0,,,,GLC,8900,25.0118,94.3136,India,IN,Manipur,Chattrik,31.36,2016/07/11,,COOLR_R,,,,,
POINT (22.0247639950001 41.396690311),Geol_survey,"Peshevski, I., Jovanovski, M., & Nedelkovska, N. (2018). Landslides in Republic of Macedonia. Unpublished raw data, Ss. Cyril and Methodius University in Skopje,  Skopje,  MK.",12979,,unknown,RMD # 185-1-1_0001,,unpopulated,unknown,unknown,unknown,unknown,unknown,0.0,0.0,,,"Geology = Pliocene, Max int.M = 7, Azimuth = 29 , Activity State = unknown, Depth = unknown, Damage = no_infrastructure, Remediation = no, Monitoring = no",RMD,185-1-1_0001,41.39669031,22.024764,The Former Yugoslav Republic of Macedonia,MK,Kavadarci,Kavadarci,4.77,,,COOLR_R,,,,,
POINT (96.8992419200001 25.1841911400001),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12074,,,Landslide in Myanmar,no significant slope,,exact,landslide,unknown,unknown,unknown,0.0,0.0,,,"Nicolau/Low/before 2013/no other features in proximity to confirm, no general landslide features",SMMML,495,25.18419114,96.89924192,Myanmar,MM,Kachin,Mogaung,12.99,2018/08/17,,COOLR_R,,,,,
POINT (93.8984035340001 23.230945567),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.23094557,93.89840353,Myanmar,MM,Chin,Kalemyo,16.85,,,COOLR_R,,,,,
POINT (-75.253605072 4.41389504100005),"Spatio-temporal distribution of slides (1999-2015) in Combeima's River hydrographic basin, Colombia",https://www.researchgate.net/publication/328229319_Spatio-temporal_distribution_of_slides_1999-2015_in_Combeima_s_River_hydrographic_basin_Colombia,13415,2006/10/11,,,"{""Fuente"":""Servicio GeolÃ³gico Colombiano (SIMMA)"",""Sitio"":""Sin determinar"",""Tipo_de_Mo"":""      Deslizamiento"",""Subtipo_de"":""Sin catalogar"",""Código_Cob"":"" "",""Categoria"":""Zonas urbanas"",""Símbolo_un"":""Qflarca"",""Nombre_Uni"":""DepÃ³sitos Consolidados y","Sin determinar, Ibagué, Tolima, Colombia",exact,unknown,unknown,unknown,urban,0.0,0.0,,,,Combeima,SIMMA-17974,4.41389504,-75.25360507,Colombia,CO,Tolima,Perales,12.78,,,COOLR_R,,,,,
POINT (97.94829767 15.1381279600001),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12489,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,unknown,0.0,0.0,,,Eifert/High/before 3/2004/,SMMML,910,15.13812796,97.94829767,Myanmar,MM,Mon,Ye,15.78,2018/08/17,,COOLR_R,,,,,
POINT (98.1203389230001 16.9314939170001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.93149392,98.12033892,Myanmar,MM,Kayin,Htisekaw,14.19,,,COOLR_R,,,,,
POINT (-111.741 40.4338000000001),www.heraldextra.com,http://www.heraldextra.com/news/local/north/american-fork/mudslides-close-american-fork-canyon/article_bbe02f01-9c76-58e7-8d83-0e99ac604cf3.html,5038,2013/07/06,15:00,"American Fork Canyon Entrance, Ut","A short-lived but intense rain burst triggered three slides of mud and boulders in American Fork Canyon on Sunday afternoon. Tours at Timpanogos Cave were sold, and cooler temperatures in the canyon made it a popular attraction on Sunday, but all cars we","American Fork Canyon Entrance, Ut",25km,landslide,downpour,small,unknown,0.0,0.0,,,,GLC,5038,40.4338,-111.741,United States,US,Utah,American Fork,6.41,2014/04/01,,COOLR_R,,,,,
